birth_year,gender,used_time,transportation_type,transportation_num,station_name,getonoff_code,transfer_result,amt
1967,M,2022-07-29 07:20:00,SUB,1호선,중동,R,N,1250
1984,M,2022-07-29 08:33:00,SUB,미확인노선,신중동,R,N,1250
1984,M,2022-07-29 09:42:00,BUS,142,순천향대학병원,A,Y,100
1974,F,2022-07-29 10:44:00,SUB,미확인노선,신중동,A,N,200
1974,F,2022-07-29 15:44:00,SUB,1호선,부천,R,N,1250
1976,F,2022-07-29 17:26:00,SUB,1호선,부천,R,N,1250
1974,F,2022-07-29 19:19:00,SUB,1호선,부천,A,N,300
1967,M,2022-07-29 21:53:00,SUB,1호선,중동,A,N,200
1984,M,2022-07-30 00:31:00,SUB,미확인노선,신중동,A,Y,400
1976,F,2022-07-30 00:56:00,BUS,88,심곡고가사거리,A,Y,100
1994,M,2022-07-30 12:26:00,BUS,87,상주민지원센터.삼광교회,R,N,1250
2004,M,2022-07-30 13:05:00,SUB,1호선,부천,R,N,720
2004,M,2022-07-30 21:08:00,SUB,1호선,부천,A,N,160
1967,M,2022-07-30 21:55:00,SUB,1호선,중동,A,N,200
1990,M,2022-07-31 16:59:00,SUB,미확인노선,부천시청,R,N,1250
2004,M,2022-07-31 21:03:00,BUS,70-3,송내역A,R,N,1010
2004,M,2022-07-31 21:18:00,BUS,70-3,금강마을,A,N,0
1990,M,2022-07-31 23:41:00,SUB,미확인노선,부천시청,A,N,100
1967,M,2022-08-01 07:21:00,SUB,1호선,중동,R,N,1250
1994,M,2022-08-01 07:49:00,SUB,미확인노선,신중동,R,N,1250
1984,M,2022-08-01 09:05:00,SUB,미확인노선,신중동,R,N,1250
1984,M,2022-08-01 10:16:00,BUS,142,순천향대학병원,A,Y,100
2004,M,2022-08-01 13:11:00,BUS,1301,신중동역6번출구.중흥중학교,R,N,1500
2004,M,2022-08-01 16:29:00,BUS,1302,신중동역4번출구.롯데백화점,A,N,0
1982,F,2022-08-01 18:48:00,SUB,미확인노선,까치울,A,N,100
1982,F,2022-08-01 18:59:00,BUS,5,까치울역5번출구.까치울전원마을3.4단지,R,Y,200
1994,M,2022-08-01 19:21:00,SUB,미확인노선,신중동,A,N,300
1998,F,2022-08-01 19:22:00,BUS,3,춘의아파트,R,N,1450
1984,M,2022-08-01 21:11:00,SUB,미확인노선,신중동,A,Y,400
1967,M,2022-08-01 21:54:00,SUB,1호선,중동,A,N,200
1967,M,2022-08-02 07:20:00,SUB,1호선,중동,R,N,1250
1994,M,2022-08-02 07:38:00,SUB,미확인노선,신중동,R,N,1250
1982,F,2022-08-02 07:43:00,BUS,5,청실빌라,R,N,2700
1982,F,2022-08-02 07:52:00,BUS,5,까치울역4번출구.까치울전원마을3.4단지,A,N,0
1982,F,2022-08-02 07:55:00,SUB,미확인노선,까치울,R,Y,0
1998,M,2022-08-02 08:57:00,SUB,미확인노선,부천시청,R,N,1250
1984,M,2022-08-02 09:05:00,SUB,미확인노선,신중동,R,N,1250
2004,M,2022-08-02 10:34:00,BUS,60-1,루미아트,R,N,1010
2004,M,2022-08-02 10:49:00,BUS,60-1,소사어울마당삼거리,A,N,0
1990,M,2022-08-02 12:25:00,BUS,12-1,은하마을.덕유마을,R,N,1450
1990,M,2022-08-02 12:29:00,BUS,12-1,포도마을사거리.현대백화점.이마트,A,N,0
2004,M,2022-08-02 12:39:00,BUS,60-1,소사어울마당삼거리,R,N,1010
2004,M,2022-08-02 12:58:00,BUS,60-1,위브더스테이트5단지,A,N,0
1976,F,2022-08-02 14:41:00,BUS,3,시민운동장,R,N,1450
1976,F,2022-08-02 14:57:00,BUS,3,축협원미지점,A,N,0
1982,F,2022-08-02 18:50:00,SUB,미확인노선,까치울,A,N,100
1982,F,2022-08-02 18:54:00,BUS,58-1,까치울역5번출구.까치울전원마을3.4단지,R,Y,200
1982,F,2022-08-02 19:03:00,BUS,58-1,고강동우체국,A,Y,100
1994,M,2022-08-02 19:24:00,SUB,미확인노선,신중동,A,N,300
1984,M,2022-08-02 21:11:00,SUB,미확인노선,신중동,A,Y,400
1967,M,2022-08-02 21:54:00,SUB,1호선,중동,A,N,200
1967,M,2022-08-03 07:22:00,SUB,1호선,중동,R,N,1250
1982,F,2022-08-03 07:43:00,BUS,5,청실빌라,R,N,1450
1994,M,2022-08-03 07:49:00,SUB,미확인노선,신중동,R,N,1250
1982,F,2022-08-03 07:52:00,BUS,5,까치울역4번출구.까치울전원마을3.4단지,A,N,0
1982,F,2022-08-03 07:54:00,SUB,미확인노선,까치울,R,Y,0
1977,F,2022-08-03 08:06:00,BUS,83,역곡역.역곡남부시장,R,N,1450
1984,M,2022-08-03 08:07:00,SUB,미확인노선,신중동,R,N,1250
1977,F,2022-08-03 08:15:00,BUS,83,부천역남부광장,A,N,0
1977,F,2022-08-03 08:17:00,BUS,6,부천역남부광장,R,Y,0
1977,F,2022-08-03 08:21:00,BUS,6,부천대학교,A,Y,0
1977,F,2022-08-03 08:24:00,BUS,5-3,부천대학교,R,Y,0
1977,F,2022-08-03 08:29:00,BUS,5-3,신중동역4번출구.롯데백화점,A,Y,0
1990,M,2022-08-03 12:26:00,BUS,12-1,신중동행정복지센터.고용노동지청,R,N,1450
1990,M,2022-08-03 12:41:00,BUS,12-1,부천우편집중국.부천실업고,A,N,0
1990,M,2022-08-03 12:50:00,BUS,71,부천우편집중국.부천실업고,R,Y,0
1994,M,2022-08-03 14:53:00,SUB,미확인노선,신중동,A,N,300
1984,M,2022-08-03 15:42:00,SUB,미확인노선,신중동,A,Y,400
1990,M,2022-08-03 17:10:00,BUS,71,오정휴먼시아3단지,A,N,0
1990,M,2022-08-03 17:11:00,BUS,12-1,오정휴먼시아3단지,R,Y,0
1990,M,2022-08-03 17:32:00,BUS,12-1,은하마을.덕유마을,A,Y,100
1982,F,2022-08-03 18:40:00,SUB,미확인노선,까치울,A,N,100
1982,F,2022-08-03 18:49:00,BUS,5,까치울역5번출구.까치울전원마을3.4단지,R,Y,200
1982,F,2022-08-03 19:01:00,BUS,5,청실빌라,A,Y,100
1967,M,2022-08-03 21:55:00,SUB,1호선,중동,A,N,200
1967,M,2022-08-04 07:20:00,SUB,1호선,중동,R,N,1250
1982,F,2022-08-04 07:42:00,BUS,5,청실빌라,R,N,1450
1982,F,2022-08-04 07:53:00,BUS,5,까치울역4번출구.까치울전원마을3.4단지,A,N,0
1982,F,2022-08-04 07:56:00,SUB,미확인노선,까치울,R,Y,0
1977,F,2022-08-04 08:15:00,BUS,19,양지초교.부안초교,R,N,1450
1977,F,2022-08-04 08:24:00,BUS,19,소명지하차도입구,A,N,0
1977,F,2022-08-04 08:27:00,BUS,88,소명지하차도입구,R,Y,0
1977,F,2022-08-04 08:30:00,BUS,88,부천역남부광장,A,Y,0
1977,F,2022-08-04 08:39:00,BUS,23-2,부천역남부광장,R,Y,0
1977,F,2022-08-04 08:53:00,BUS,23-2,신중동역4번출구.롯데백화점,A,Y,0
1974,F,2022-08-04 09:47:00,SUB,미확인노선,신중동,A,N,200
2004,M,2022-08-04 10:30:00,BUS,60-1,루미아트,R,N,1010
2004,M,2022-08-04 10:44:00,BUS,60-1,소사어울마당삼거리,A,N,0
2004,M,2022-08-04 12:39:00,BUS,88,소사어울마당삼거리.MJ컨벤션,R,N,1010
1982,F,2022-08-04 18:28:00,SUB,미확인노선,까치울,A,N,100
1982,F,2022-08-04 18:29:00,BUS,5,까치울역5번출구.까치울전원마을3.4단지,R,Y,200
1977,F,2022-08-04 18:34:00,BUS,23-2,계룡리슈빌,R,N,1450
1982,F,2022-08-04 18:42:00,BUS,5,청실빌라,A,Y,100
1977,F,2022-08-04 19:07:00,BUS,23-2,주공2.뜨란채4단지.소안초등학교,A,N,0
1977,F,2022-08-04 19:08:00,BUS,57,주공2.뜨란채4단지.소안초등학교,R,Y,0
1977,F,2022-08-04 19:17:00,BUS,57,양지초교.부안초교,A,Y,0
1967,M,2022-08-04 21:46:00,SUB,1호선,중동,A,N,200
1994,M,2022-08-05 07:18:00,SUB,미확인노선,신중동,R,N,1250
1967,M,2022-08-05 07:21:00,SUB,1호선,중동,R,N,1250
1982,F,2022-08-05 07:38:00,BUS,5,청실빌라,R,N,1450
1982,F,2022-08-05 07:47:00,BUS,5,까치울전원마을1.2단지,A,N,0
1982,F,2022-08-05 07:50:00,SUB,미확인노선,까치울,R,Y,0
1977,F,2022-08-05 08:03:00,BUS,88,역곡역.역곡남부시장,R,N,1450
1977,F,2022-08-05 08:13:00,BUS,88,부천자유시장.대산동행정복지센터,A,N,0
1977,F,2022-08-05 08:17:00,BUS,23-2,부천자유시장.대산동행정복지센터,R,Y,0
1977,F,2022-08-05 08:31:00,BUS,23-2,은하쌍용아파트,A,Y,0
2004,M,2022-08-05 08:38:00,SUB,미확인노선,신중동,A,N,480
2004,M,2022-08-05 08:41:00,BUS,6,신중동역3번출구.원미경찰서.롯데백화점,R,Y,290
2004,M,2022-08-05 08:43:00,BUS,6,루미아트,A,Y,0
1984,M,2022-08-05 09:32:00,SUB,미확인노선,신중동,R,N,1250
1984,M,2022-08-05 10:42:00,BUS,142,순천향대학병원,A,Y,100
1976,F,2022-08-05 15:10:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1994,M,2022-08-05 18:59:00,SUB,미확인노선,신중동,A,N,300
1975,F,2022-08-05 20:49:00,BUS,50-1,상동역1번출구.부천터미널소풍.홈플러스,R,N,1450
1984,M,2022-08-05 21:36:00,SUB,미확인노선,신중동,A,Y,400
1967,M,2022-08-05 21:48:00,SUB,1호선,중동,A,N,200
1967,M,2022-08-06 07:26:00,SUB,1호선,중동,R,N,1250
1988,M,2022-08-06 09:32:00,BUS,8106,복사골문화센터.한아름마을,R,N,3050
1977,F,2022-08-06 09:34:00,BUS,021,양지초교.부안초교,R,N,1300
1977,F,2022-08-06 09:36:00,BUS,021,역곡역.역곡남부시장,A,N,0
1977,F,2022-08-06 09:38:00,BUS,19,역곡역.역곡남부시장,R,Y,150
1977,F,2022-08-06 09:45:00,BUS,88,소명지하차도입구,R,Y,0
1977,F,2022-08-06 09:45:00,BUS,19,소명지하차도입구,A,Y,0
1977,F,2022-08-06 09:48:00,BUS,88,부천역남부광장,A,Y,0
1977,F,2022-08-06 09:49:00,BUS,60-1,부천역남부광장,R,Y,0
1977,F,2022-08-06 09:57:00,BUS,60-1,신중동역2번출구.원미경찰서.롯데백화점,A,Y,0
1977,F,2022-08-06 10:03:00,BUS,52,신중동역2번출구.원미경찰서.롯데백화점,R,Y,0
1977,F,2022-08-06 10:06:00,BUS,52,은하쌍용아파트,A,Y,0
2004,M,2022-08-06 13:00:00,BUS,013-4,부곡중학교,R,N,910
2004,M,2022-08-06 13:08:00,BUS,013-4,중동역.신한은행(마을),A,N,0
2004,M,2022-08-06 13:10:00,SUB,1호선,중동,R,Y,0
1976,F,2022-08-06 14:46:00,BUS,661,시민운동장,R,N,1200
1976,F,2022-08-06 14:48:00,BUS,661,부천대학입구.KT부천지사,A,N,0
2004,M,2022-08-06 16:47:00,BUS,1302,신중동역5번출구.중흥중학교,A,N,0
1977,F,2022-08-06 17:40:00,BUS,19,은하쌍용아파트,R,N,1450
1977,F,2022-08-06 18:16:00,BUS,19,역곡역.역곡남부시장,A,N,0
1967,M,2022-08-06 21:46:00,SUB,1호선,중동,A,N,200
1967,M,2022-08-07 08:23:00,SUB,1호선,중동,R,N,1250
2004,M,2022-08-07 11:59:00,BUS,1001,상동역8번출구.세이브존,R,N,1960
2004,M,2022-08-07 13:43:00,SUB,미확인노선,신중동,R,N,720
1984,M,2022-08-07 14:33:00,BUS,88,소사어울마당삼거리.MJ컨벤션,R,N,1850
2004,M,2022-08-07 16:09:00,SUB,미확인노선,부천시청,A,N,0
1967,M,2022-08-07 16:49:00,SUB,1호선,중동,A,N,400
2004,M,2022-08-07 20:52:00,BUS,1001,상동역1번출구.부천터미널소풍.홈플러스,A,N,0
1990,M,2022-08-07 23:43:00,BUS,12-1,부천시청역2번출구.현대백화점.이마트,R,N,1450
1990,M,2022-08-07 23:45:00,BUS,12-1,은하마을.덕유마을,A,N,0
1988,M,2022-08-08 06:55:00,BUS,27,한국아파트,R,N,1450
1988,M,2022-08-08 07:01:00,BUS,27,송내역B,A,N,0
1988,M,2022-08-08 07:02:00,SUB,1호선,송내,R,Y,0
1967,M,2022-08-08 07:20:00,SUB,1호선,중동,R,N,1250
1994,M,2022-08-08 07:48:00,SUB,미확인노선,신중동,R,N,1250
2006,M,2022-08-08 09:43:00,BUS,19,약대주민지원센터.약대초등학교,R,N,1010
2006,M,2022-08-08 10:07:00,BUS,19,동신아파트,A,N,0
1990,M,2022-08-08 19:20:00,BUS,5-3,은하마을.덕유마을,R,N,1450
1990,M,2022-08-08 19:35:00,BUS,5-3,상동역6번출구.세이브존,A,N,0
1994,M,2022-08-08 20:12:00,SUB,미확인노선,신중동,A,N,300
2006,M,2022-08-08 20:13:00,BUS,19,성주초교.부천공고,R,N,1010
2006,M,2022-08-08 20:35:00,BUS,19,신흥시장,A,N,0
1988,M,2022-08-08 20:47:00,SUB,1호선,송내,A,N,200
1988,M,2022-08-08 20:52:00,BUS,27,송내역B,R,Y,200
1988,M,2022-08-08 20:55:00,BUS,27,법원.검찰청.복사골문화센터.반달마을,A,Y,0
1967,M,2022-08-08 22:15:00,SUB,미확인노선,상동,A,N,300
1990,M,2022-08-08 22:17:00,BUS,5-3,상동역7번출구.세이브존,R,N,1450
1967,M,2022-08-08 22:19:00,BUS,53,상동역3번출구.홈플러스상동점,R,Y,200
1990,M,2022-08-08 22:27:00,BUS,5-3,은하마을.덕유마을,A,N,0
1967,M,2022-08-08 22:35:00,BUS,53,중동역.부천여고,A,Y,0
1988,M,2022-08-09 06:48:00,BUS,27,한국아파트,R,N,1450
1988,M,2022-08-09 06:54:00,BUS,27,송내역B,A,N,0
1988,M,2022-08-09 06:55:00,SUB,1호선,송내,R,Y,0
1967,M,2022-08-09 07:19:00,SUB,1호선,중동,R,N,1250
1994,M,2022-08-09 07:47:00,SUB,미확인노선,신중동,R,N,1250
2006,M,2022-08-09 07:57:00,BUS,19,약대주민지원센터.약대초등학교,R,N,1010
2006,M,2022-08-09 08:23:00,BUS,19,성주초교.부천공고,A,N,0
1976,F,2022-08-09 15:21:00,BUS,3,시민운동장,R,N,1450
1988,M,2022-08-09 18:16:00,SUB,1호선,송내,A,N,200
1988,M,2022-08-09 18:18:00,BUS,27,송내역B,R,Y,200
1988,M,2022-08-09 18:29:00,BUS,27,경남아파트,A,Y,0
1990,M,2022-08-09 19:01:00,BUS,12-1,은하마을.덕유마을,R,N,1450
1990,M,2022-08-09 19:06:00,BUS,12-1,부천세무서,A,N,0
2006,M,2022-08-09 19:22:00,BUS,19,성주초교.부천공고,R,N,1010
2006,M,2022-08-09 19:45:00,BUS,19,신흥시장,A,N,0
1976,F,2022-08-09 20:24:00,BUS,8,대성병원,R,N,1450
1976,F,2022-08-09 20:32:00,BUS,8,KT부천지사,A,N,0
1990,M,2022-08-09 21:24:00,BUS,12-1,부천세무서,R,N,1450
1990,M,2022-08-09 21:28:00,BUS,12-1,은하마을.덕유마을,A,N,0
1967,M,2022-08-09 21:49:00,SUB,1호선,중동,A,N,200
1994,M,2022-08-09 22:40:00,SUB,미확인노선,신중동,A,N,300
1988,M,2022-08-10 07:00:00,BUS,27,한국아파트,R,N,1450
1988,M,2022-08-10 07:05:00,BUS,27,송내역B,A,N,0
1988,M,2022-08-10 07:06:00,SUB,1호선,송내,R,Y,0
1967,M,2022-08-10 07:21:00,SUB,1호선,중동,R,N,1250
2006,M,2022-08-10 07:23:00,BUS,19,약대주민지원센터.약대초등학교,R,N,1010
1982,F,2022-08-10 07:35:00,BUS,5,청실빌라,R,N,1450
2006,M,2022-08-10 07:44:00,BUS,19,성주초교.부천공고,A,N,0
1982,F,2022-08-10 07:45:00,BUS,5,까치울역4번출구.까치울전원마을3.4단지,A,N,0
1982,F,2022-08-10 07:48:00,SUB,미확인노선,까치울,R,Y,0
1994,M,2022-08-10 07:52:00,SUB,미확인노선,신중동,R,N,1250
2006,M,2022-08-10 08:38:00,BUS,75,송내e편한세상.부천고,R,N,1010
2006,M,2022-08-10 08:43:00,BUS,75,중동역,A,N,0
2006,M,2022-08-10 08:45:00,SUB,1호선,중동,R,Y,0
1982,F,2022-08-10 09:59:00,SUB,미확인노선,까치울,A,N,100
1982,F,2022-08-10 10:02:00,BUS,5,까치울역5번출구.까치울전원마을3.4단지,R,Y,200
1982,F,2022-08-10 10:12:00,BUS,5,진영아파트,A,Y,100
2006,M,2022-08-10 11:53:00,BUS,59,약대초등학교입구,A,Y,80
1992,M,2022-08-10 17:03:00,SUB,미확인노선,부천시청,R,N,1250
1985,M,2022-08-10 17:57:00,SUB,미확인노선,춘의,R,N,1250
1985,M,2022-08-10 18:04:00,SUB,미확인노선,부천시청,A,N,0
2004,M,2022-08-10 18:24:00,BUS,6,부곡중학교,R,N,1010
2004,M,2022-08-10 18:34:00,BUS,6,부천시청역2번출구.현대백화점.이마트,A,N,0
1976,F,2022-08-10 18:37:00,BUS,3,영스포렉스,R,N,1450
1976,F,2022-08-10 18:58:00,BUS,3,풍림아파트.부천다문화지원센터,A,N,0
1994,M,2022-08-10 19:54:00,SUB,미확인노선,신중동,A,N,300
2004,M,2022-08-10 21:39:00,BUS,6,부천시청역2번출구.현대백화점.이마트,R,N,1010
1967,M,2022-08-10 21:45:00,SUB,1호선,중동,A,N,200
2004,M,2022-08-10 21:48:00,BUS,6,루미아트,A,N,0
1967,M,2022-08-11 07:21:00,SUB,1호선,중동,R,N,1250
1994,M,2022-08-11 07:25:00,SUB,미확인노선,신중동,R,N,1250
1990,M,2022-08-11 11:00:00,BUS,302,포도마을,A,N,0
2006,M,2022-08-11 11:59:00,BUS,71,내동중학교,R,N,1010
2006,M,2022-08-11 12:09:00,BUS,71,춘의역4번출구,A,N,0
2006,M,2022-08-11 12:11:00,SUB,미확인노선,춘의,R,Y,0
2006,M,2022-08-11 16:15:00,SUB,미확인노선,춘의,A,N,160
2006,M,2022-08-11 16:44:00,BUS,71,부천고용복지플러스센터,R,Y,290
2006,M,2022-08-11 16:52:00,BUS,71,약대오거리,A,Y,80
1976,F,2022-08-11 18:03:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1994,M,2022-08-11 20:30:00,SUB,미확인노선,신중동,A,N,300
1967,M,2022-08-11 21:51:00,SUB,1호선,중동,A,N,200
1977,M,2022-08-12 00:25:00,BUS,31-7,부천대입구,A,N,0
1988,M,2022-08-12 06:55:00,BUS,27,한국아파트,R,N,1450
1988,M,2022-08-12 07:01:00,BUS,27,송내역B,A,N,0
1988,M,2022-08-12 07:02:00,SUB,1호선,송내,R,Y,0
1967,M,2022-08-12 07:21:00,SUB,1호선,중동,R,N,1250
1994,M,2022-08-12 07:44:00,SUB,미확인노선,신중동,R,N,1250
1974,F,2022-08-12 14:34:00,BUS,52,부천보건소.건영아파트,R,N,1450
1974,F,2022-08-12 14:38:00,BUS,52,위브더스테이트5단지,A,N,0
1988,M,2022-08-12 19:07:00,SUB,미확인노선,상동,A,N,200
1994,M,2022-08-12 19:41:00,SUB,미확인노선,신중동,A,N,300
1967,M,2022-08-12 21:50:00,SUB,1호선,중동,A,N,200
1967,M,2022-08-13 07:24:00,SUB,1호선,중동,R,N,1250
1970,F,2022-08-13 10:59:00,BUS,017-1,성지아파트,R,N,1300
1970,F,2022-08-13 11:02:00,BUS,017-1,오정농협,A,N,0
1970,F,2022-08-13 11:22:00,BUS,75,춘의가구거리,A,Y,0
1970,F,2022-08-13 12:06:00,BUS,70-2,춘의테크노파크단지앞,R,N,1450
1970,F,2022-08-13 12:10:00,BUS,70-2,대성병원,A,N,0
1970,F,2022-08-13 12:30:00,BUS,8,대성병원,R,Y,0
1970,F,2022-08-13 12:38:00,BUS,8,시민운동장.시민회관,A,Y,0
2004,M,2022-08-13 12:42:00,SUB,미확인노선,상동,R,N,720
1986,M,2022-08-13 15:17:00,SUB,1호선,송내,R,N,1250
1970,F,2022-08-13 15:20:00,BUS,75,중동역,R,N,1450
1970,F,2022-08-13 15:39:00,BUS,75,성곡동행정복지센터.홈플러스여월점,A,N,0
1970,F,2022-08-13 15:46:00,BUS,017,원종동금호어울림,A,Y,0
2004,M,2022-08-13 16:52:00,BUS,1300,신중동역5번출구.중흥중학교,A,N,0
2004,M,2022-08-13 17:00:00,BUS,013-4,신중동역3번출구.원미경찰서.롯데백화점,R,Y,0
2004,M,2022-08-13 17:05:00,BUS,013-4,부곡중학교,A,Y,0
1967,M,2022-08-13 21:54:00,SUB,1호선,중동,A,N,200
1986,M,2022-08-13 22:08:00,SUB,1호선,중동,A,N,400
1972,M,2022-08-14 09:46:00,SUB,1호선,부천,R,N,1250
2004,M,2022-08-14 13:09:00,SUB,미확인노선,부천시청,R,N,720
1972,M,2022-08-14 13:53:00,SUB,1호선,부천,A,N,500
2004,M,2022-08-14 18:46:00,SUB,미확인노선,부천시청,A,N,0
1967,M,2022-08-15 07:25:00,SUB,1호선,중동,R,N,1250
1976,F,2022-08-15 09:12:00,BUS,3,부천상상거리,R,N,1450
2004,M,2022-08-15 13:12:00,BUS,1301,신중동역6번출구.중흥중학교,R,N,1500
2004,M,2022-08-15 16:25:00,BUS,1302,신중동역5번출구.중흥중학교,A,N,0
1967,M,2022-08-15 21:58:00,SUB,1호선,중동,A,N,200
1977,M,2022-08-15 22:18:00,BUS,83,역곡역.역곡남부시장,R,N,1450
1977,M,2022-08-15 22:30:00,BUS,83,KT부천지사,A,N,0
1993,M,2022-08-16 06:16:00,BUS,60,근화아파트,R,N,1250
1988,M,2022-08-16 07:00:00,BUS,27,한국아파트,R,N,1450
1988,M,2022-08-16 07:08:00,BUS,27,송내역B,A,N,0
1988,M,2022-08-16 07:09:00,SUB,1호선,송내,R,Y,0
1972,M,2022-08-16 07:18:00,BUS,10,부천범박힐스테이트1.2단지,R,N,1450
1967,M,2022-08-16 07:19:00,SUB,1호선,중동,R,N,1250
1972,M,2022-08-16 07:24:00,BUS,10,역곡역.역곡남부시장,A,N,0
1970,F,2022-08-16 07:26:00,BUS,59,동산빌리지.대한노인회,R,N,1450
1972,M,2022-08-16 07:27:00,SUB,1호선,역곡,R,Y,0
1970,F,2022-08-16 07:30:00,BUS,59,도당사거리.도당중학교,R,N,1450
1970,F,2022-08-16 07:34:00,BUS,70-2,도당사거리.도당중학교,R,N,1450
1989,F,2022-08-16 07:35:00,SUB,미확인노선,신중동,R,N,1250
1970,F,2022-08-16 07:39:00,BUS,70-2,춘의역6번출구,A,N,0
1994,M,2022-08-16 07:52:00,SUB,미확인노선,신중동,R,N,1250
1985,M,2022-08-16 07:56:00,SUB,미확인노선,부천시청,R,N,1250
1985,M,2022-08-16 08:02:00,SUB,미확인노선,춘의,A,N,0
1996,M,2022-08-16 08:38:00,BUS,60-1,신흥시장입구,R,N,1450
1990,M,2022-08-16 11:07:00,BUS,12-1,은하마을.덕유마을,R,N,1450
1990,M,2022-08-16 11:22:00,BUS,12-1,송내역.로데오거리,A,N,0
2004,M,2022-08-16 14:52:00,SUB,미확인노선,신중동,R,N,720
1976,F,2022-08-16 16:51:00,BUS,3,중동행정복지센터.시민회관,R,N,1450
1970,F,2022-08-16 19:35:00,BUS,23-1,춘의역7번출구,R,N,1450
1985,M,2022-08-16 19:37:00,SUB,미확인노선,춘의,R,N,1250
1985,M,2022-08-16 19:42:00,SUB,미확인노선,부천시청,A,N,0
1970,F,2022-08-16 19:46:00,BUS,23-1,근화아파트,A,N,0
1988,M,2022-08-16 19:55:00,SUB,1호선,송내,A,N,200
1988,M,2022-08-16 19:56:00,BUS,16,송내역B,R,Y,200
1988,M,2022-08-16 20:03:00,BUS,16,송내역.영화의거리,A,Y,0
2004,M,2022-08-16 20:08:00,SUB,미확인노선,신중동,A,Y,240
2004,M,2022-08-16 20:12:00,BUS,013-4,신중동역3번출구.원미경찰서.롯데백화점,R,Y,190
2004,M,2022-08-16 20:17:00,BUS,013-4,부곡중학교,A,Y,0
1976,F,2022-08-16 20:22:00,BUS,50,대성병원,R,N,1850
1976,F,2022-08-16 20:30:00,BUS,50,시민운동장.시민회관,A,N,0
1972,M,2022-08-16 21:00:00,SUB,1호선,역곡,A,N,200
1972,M,2022-08-16 21:09:00,BUS,10,역곡역.역곡남부시장,R,Y,200
1967,M,2022-08-16 21:50:00,SUB,1호선,중동,A,N,200
1989,F,2022-08-16 23:13:00,SUB,미확인노선,신중동,A,N,300
1967,M,2022-08-17 07:19:00,SUB,1호선,중동,R,N,1250
1972,M,2022-08-17 07:26:00,BUS,10,부천범박힐스테이트1.2단지,R,N,1450
1970,F,2022-08-17 07:26:00,BUS,95,화정빌라.대한노인회,R,N,1450
1972,M,2022-08-17 07:32:00,BUS,10,역곡역.역곡남부시장,A,N,0
1972,M,2022-08-17 07:36:00,SUB,1호선,역곡,R,Y,0
1994,M,2022-08-17 07:43:00,SUB,미확인노선,신중동,R,N,1250
1970,F,2022-08-17 07:57:00,BUS,70-2,춘의역6번출구,A,Y,0
1989,F,2022-08-17 08:09:00,SUB,미확인노선,신중동,R,N,1250
1974,F,2022-08-17 08:57:00,SUB,1호선,부천,R,N,1250
1998,M,2022-08-17 08:59:00,SUB,미확인노선,부천시청,R,N,1250
1974,F,2022-08-17 11:01:00,SUB,1호선,부천,A,Y,100
1976,F,2022-08-17 15:20:00,BUS,3,시민운동장,R,N,1450
1972,M,2022-08-17 19:58:00,SUB,1호선,역곡,A,N,200
1972,M,2022-08-17 20:01:00,BUS,10,역곡역.역곡남부시장,R,Y,200
1972,M,2022-08-17 20:11:00,BUS,10,부천범박힐스테이트3.4단지,A,Y,100
1976,F,2022-08-17 20:58:00,BUS,3,풍림아파트.부천다문화지원센터,R,N,1450
1976,F,2022-08-17 21:08:00,BUS,3,KT부천지사,A,N,0
1989,F,2022-08-17 21:46:00,SUB,미확인노선,신중동,A,N,300
1967,M,2022-08-17 21:48:00,SUB,1호선,중동,A,N,200
1988,M,2022-08-18 06:55:00,BUS,27,한국아파트,R,N,1450
1988,M,2022-08-18 07:01:00,BUS,27,송내역B,A,N,0
1988,M,2022-08-18 07:02:00,SUB,1호선,송내,R,Y,0
1967,M,2022-08-18 07:19:00,SUB,1호선,중동,R,N,1250
1980,F,2022-08-18 07:46:00,SUB,1호선,중동,R,N,1250
1985,M,2022-08-18 07:50:00,SUB,미확인노선,부천시청,R,N,1250
1985,M,2022-08-18 07:58:00,SUB,미확인노선,춘의,A,N,0
2004,M,2022-08-18 10:12:00,BUS,013-4,부곡중학교,R,N,910
2004,M,2022-08-18 10:22:00,BUS,013-4,중동역.신한은행(마을),A,N,0
2004,M,2022-08-18 10:24:00,SUB,1호선,중동,R,Y,0
1974,F,2022-08-18 13:16:00,SUB,1호선,부천,R,N,1250
2004,M,2022-08-18 17:24:00,SUB,1호선,소사,A,N,160
1974,F,2022-08-18 18:38:00,SUB,1호선,부천,A,Y,100
1988,M,2022-08-18 18:56:00,SUB,1호선,송내,A,N,200
1985,M,2022-08-18 19:36:00,SUB,미확인노선,춘의,R,N,1250
1985,M,2022-08-18 19:41:00,SUB,미확인노선,부천시청,A,N,0
2004,M,2022-08-18 19:47:00,BUS,60-1,소사어울마당삼거리,R,N,1010
2004,M,2022-08-18 19:58:00,BUS,60-1,부천역남부광장,A,N,0
2004,M,2022-08-18 19:59:00,BUS,6,부천역남부광장,R,Y,0
2004,M,2022-08-18 20:08:00,BUS,6,부곡중학교,A,Y,0
1967,M,2022-08-18 21:58:00,SUB,1호선,중동,A,N,200
1988,M,2022-08-19 07:02:00,BUS,27,한국아파트,R,N,1450
1970,F,2022-08-19 07:03:00,BUS,017-1,화정빌라.대한노인회,R,N,1300
